p0[1],1,5000
p0[2],5001,10000
p0[3],10001,15000
p.male.eff,15001,20000
p.effort.eff,20001,25000
p.bucket.eff,25001,30000
prob.male[1],30001,35000
prob.male[2],35001,40000
prob.male[3],40001,45000
p.scl.dist.eff,45001,50000
scl.sd[1],50001,55000
scl.sd[2],55001,60000
scl.sd[3],60001,65000
p.tavg.eff,65001,70000
p.burn.eff[1],70001,75000
p.burn.eff[2],75001,80000
p.burn.eff[3],80001,85000
p.dist.eff,85001,90000
phi0[1],90001,95000
phi0[2],95001,100000
phi0[3],100001,105000
phi.male.eff,105001,110000
phi.scl.eff,110001,115000
phi.burn.eff[1],115001,120000
phi.burn.eff[2],120001,125000
phi.burn.eff[3],125001,130000
"N[2,1]",130001,135000
"N[2,2]",135001,140000
"N[1,3]",140001,145000
"N[2,3]",145001,150000
"N[1,4]",150001,155000
"N[2,4]",155001,160000
"N[1,5]",160001,165000
"N[2,5]",165001,170000
"N[1,6]",170001,175000
"N[2,6]",175001,180000
"N[1,7]",180001,185000
"N[2,7]",185001,190000
"N[1,8]",190001,195000
"N[2,8]",195001,200000
"N[3,8]",200001,205000
"N[1,9]",205001,210000
"N[2,9]",210001,215000
"N[3,9]",215001,220000
"N[1,10]",220001,225000
"N[2,10]",225001,230000
"N[3,10]",230001,235000
"N[1,11]",235001,240000
"N[2,11]",240001,245000
"N[3,11]",245001,250000
"N[1,12]",250001,255000
"N[2,12]",255001,260000
"N[1,13]",260001,265000
"N[2,13]",265001,270000
"N[1,14]",270001,275000
"N[2,14]",275001,280000
"N[1,15]",280001,285000
"N[2,15]",285001,290000
"N[1,16]",290001,295000
"N[2,16]",295001,300000
"N[1,17]",300001,305000
"N[2,17]",305001,310000
"N[1,18]",310001,315000
"N[2,18]",315001,320000
"N[1,19]",320001,325000
"N[2,19]",325001,330000
"N[1,20]",330001,335000
"N[2,20]",335001,340000
"N[1,21]",340001,345000
"N[2,21]",345001,350000
"N[1,22]",350001,355000
"N[2,22]",355001,360000
psi[1],360001,365000
psi[2],365001,370000
psi[3],370001,375000
"N.recruited[2,1]",375001,380000
"N.recruited[2,2]",380001,385000
"N.recruited[1,3]",385001,390000
"N.recruited[2,3]",390001,395000
"N.recruited[1,4]",395001,400000
"N.recruited[2,4]",400001,405000
"N.recruited[1,5]",405001,410000
"N.recruited[2,5]",410001,415000
"N.recruited[1,6]",415001,420000
"N.recruited[2,6]",420001,425000
"N.recruited[1,7]",425001,430000
"N.recruited[2,7]",430001,435000
"N.recruited[1,8]",435001,440000
"N.recruited[2,8]",440001,445000
"N.recruited[3,8]",445001,450000
"N.recruited[1,9]",450001,455000
"N.recruited[2,9]",455001,460000
"N.recruited[3,9]",460001,465000
"N.recruited[1,10]",465001,470000
"N.recruited[2,10]",470001,475000
"N.recruited[3,10]",475001,480000
"N.recruited[1,11]",480001,485000
"N.recruited[2,11]",485001,490000
"N.recruited[3,11]",490001,495000
"N.recruited[1,12]",495001,500000
"N.recruited[2,12]",500001,505000
"N.recruited[1,13]",505001,510000
"N.recruited[2,13]",510001,515000
"N.recruited[1,14]",515001,520000
"N.recruited[2,14]",520001,525000
"N.recruited[1,15]",525001,530000
"N.recruited[2,15]",530001,535000
"N.recruited[1,16]",535001,540000
"N.recruited[2,16]",540001,545000
"N.recruited[1,17]",545001,550000
"N.recruited[2,17]",550001,555000
"N.recruited[1,18]",555001,560000
"N.recruited[2,18]",560001,565000
"N.recruited[1,19]",565001,570000
"N.recruited[2,19]",570001,575000
"N.recruited[1,20]",575001,580000
"N.recruited[2,20]",580001,585000
"N.recruited[1,21]",585001,590000
"N.recruited[2,21]",590001,595000
"N.recruited[1,22]",595001,600000
"N.recruited[2,22]",600001,605000
rd.shape[1],605001,610000
rd.shape[2],610001,615000
rd.shape[3],615001,620000
rd.rate[1],620001,625000
rd.rate[2],625001,630000
rd.rate[3],630001,635000
sigma,635001,640000
